"anio","provincia","poblacion"
"1872","Tierra del Fuego","3179.17318"
"1873","Tierra del Fuego","2942.39922"
"1874","Tierra del Fuego","2722.16497"
"1875","Tierra del Fuego","2517.42581"
"1876","Tierra del Fuego","2327.19073"
"1877","Tierra del Fuego","2150.52113"
"1878","Tierra del Fuego","1986.52945"
"1879","Tierra del Fuego","1834.37758"
"1880","Tierra del Fuego","1693.27514"
"1881","Tierra del Fuego","1562.47772"
"1882","Tierra del Fuego","1441.28499"
"1883","Tierra del Fuego","1329.03884"
"1884","Tierra del Fuego","1225.12139"
"1885","Tierra del Fuego","1128.95315"
"1886","Tierra del Fuego","1039.99110"
"1887","Tierra del Fuego","957.72680"
"1888","Tierra del Fuego","881.68459"
"1889","Tierra del Fuego","811.41982"
"1890","Tierra del Fuego","746.51710"
"1891","Tierra del Fuego","686.58864"
"1892","Tierra del Fuego","631.27268"
"1893","Tierra del Fuego","580.23194"
"1894","Tierra del Fuego","533.15213"
"1895","Tierra del Fuego","487.86719"
"1896","Tierra del Fuego","530.16052"
"1897","Tierra del Fuego","575.37652"
"1898","Tierra del Fuego","624.33823"
"1899","Tierra del Fuego","677.34656"
"1900","Tierra del Fuego","734.72585"
"1901","Tierra del Fuego","795.59882"
"1902","Tierra del Fuego","861.36382"
"1903","Tierra del Fuego","932.40139"
"1904","Tierra del Fuego","1009.12067"
"1905","Tierra del Fuego","1091.96137"
"1906","Tierra del Fuego","1202.13951"
"1907","Tierra del Fuego","1323.20321"
"1908","Tierra del Fuego","1456.20433"
"1909","Tierra del Fuego","1602.29385"
"1910","Tierra del Fuego","1762.73102"
"1911","Tierra del Fuego","1926.98394"
"1912","Tierra del Fuego","2106.17275"
"1913","Tierra del Fuego","2301.61977"
"1914","Tierra del Fuego","2514.76079"
"1915","Tierra del Fuego","2617.18969"
"1916","Tierra del Fuego","2664.28602"
"1917","Tierra del Fuego","2712.13565"
"1918","Tierra del Fuego","2760.74622"
"1919","Tierra del Fuego","2810.12516"
"1920","Tierra del Fuego","2860.27972"
"1921","Tierra del Fuego","2948.92084"
"1922","Tierra del Fuego","3040.18820"
"1923","Tierra del Fuego","3134.15217"
"1924","Tierra del Fuego","3230.88455"
"1925","Tierra del Fuego","3330.45845"
"1926","Tierra del Fuego","3422.88642"
"1927","Tierra del Fuego","3517.71829"
"1928","Tierra del Fuego","3615.00688"
"1929","Tierra del Fuego","3714.80555"
"1930","Tierra del Fuego","3817.16809"
"1931","Tierra del Fuego","3888.68299"
"1932","Tierra del Fuego","3961.32681"
"1933","Tierra del Fuego","4035.10614"
"1934","Tierra del Fuego","4110.02683"
"1935","Tierra del Fuego","4186.09401"
"1936","Tierra del Fuego","4250.84263"
"1937","Tierra del Fuego","4316.32413"
"1938","Tierra del Fuego","4382.53276"
"1939","Tierra del Fuego","4449.46180"
"1940","Tierra del Fuego","4517.10349"
"1941","Tierra del Fuego","4584.96676"
"1942","Tierra del Fuego","4653.50941"
"1943","Tierra del Fuego","4722.72002"
"1944","Tierra del Fuego","4792.58595"
"1945","Tierra del Fuego","4863.09319"
"1946","Tierra del Fuego","4971.32029"
"1947","Tierra del Fuego","5081.51807"
"1948","Tierra del Fuego","5438.55523"
"1949","Tierra del Fuego","5819.45530"
"1950","Tierra del Fuego","6225.72098"
"1951","Tierra del Fuego","6647.08265"
"1952","Tierra del Fuego","7089.41657"
"1953","Tierra del Fuego","7554.14265"
"1954","Tierra del Fuego","8042.81374"
"1955","Tierra del Fuego","8557.12707"
"1956","Tierra del Fuego","9097.64946"
"1957","Tierra del Fuego","9664.89120"
"1958","Tierra del Fuego","10260.70127"
"1959","Tierra del Fuego","10887.09975"
"1960","Tierra del Fuego","11546.29089"
"1961","Tierra del Fuego","11952.37174"
"1962","Tierra del Fuego","12367.34414"
"1963","Tierra del Fuego","12791.76277"
"1964","Tierra del Fuego","13226.21750"
"1965","Tierra del Fuego","13671.32853"
"1966","Tierra del Fuego","14123.30169"
"1967","Tierra del Fuego","14581.74446"
"1968","Tierra del Fuego","15052.72677"
"1969","Tierra del Fuego","15542.74725"
"1970","Tierra del Fuego","16058.74771"
"1971","Tierra del Fuego","17079.46788"
"1972","Tierra del Fuego","18176.22276"
"1973","Tierra del Fuego","19346.23703"
"1974","Tierra del Fuego","20585.56858"
"1975","Tierra del Fuego","21888.96278"
"1976","Tierra del Fuego","23256.24167"
"1977","Tierra del Fuego","24696.50627"
"1978","Tierra del Fuego","26218.05289"
"1979","Tierra del Fuego","27830.21453"
"1980","Tierra del Fuego","29543.46048"
"1981","Tierra del Fuego","31987.44855"
"1982","Tierra del Fuego","34634.13727"
"1983","Tierra del Fuego","37496.93830"
"1984","Tierra del Fuego","40589.75604"
"1985","Tierra del Fuego","43926.94684"
"1986","Tierra del Fuego","47530.62398"
"1987","Tierra del Fuego","51424.20114"
"1988","Tierra del Fuego","55624.53568"
"1989","Tierra del Fuego","60148.62973"
"1990","Tierra del Fuego","66319.00000"
"1991","Tierra del Fuego","69569.00000"
"1992","Tierra del Fuego","72821.00000"
"1993","Tierra del Fuego","76068.00000"
"1994","Tierra del Fuego","79300.00000"
"1995","Tierra del Fuego","82510.00000"
"1996","Tierra del Fuego","85694.00000"
"1997","Tierra del Fuego","88856.00000"
"1998","Tierra del Fuego","91996.00000"
"1999","Tierra del Fuego","95111.00000"
"2000","Tierra del Fuego","98200.00000"
"2001","Tierra del Fuego","101247.00000"
"2002","Tierra del Fuego","104253.73901"
"2003","Tierra del Fuego","107347.66185"
"2004","Tierra del Fuego","110531.22287"
"2005","Tierra del Fuego","113806.94272"
"2006","Tierra del Fuego","117177.41000"
"2007","Tierra del Fuego","120645.28295"
"2008","Tierra del Fuego","124213.29122"
"2009","Tierra del Fuego","127884.23762"
"2010","Tierra del Fuego","131661.00000"
"2011","Tierra del Fuego","135742.00000"
"2012","Tierra del Fuego","139852.00000"
"2013","Tierra del Fuego","143987.00000"
"2014","Tierra del Fuego","148143.00000"
"2015","Tierra del Fuego","152317.00000"
"2016","Tierra del Fuego","156509.00000"
"2017","Tierra del Fuego","160720.00000"
"2018","Tierra del Fuego","164944.00000"
"1869","Tucumán","108953.00000"
"1870","Tucumán","112488.87886"
"1871","Tucumán","116089.12047"
"1872","Tucumán","119753.98622"
"1873","Tucumán","123483.68640"
"1874","Tucumán","127278.37642"
"1875","Tucumán","131138.15314"
"1876","Tucumán","135063.05147"
"1877","Tucumán","139053.04106"
"1878","Tucumán","143108.02318"
"1879","Tucumán","147227.82772"
"1880","Tucumán","151412.21037"
"1881","Tucumán","155660.84983"
"1882","Tucumán","159973.34524"
"1883","Tucumán","164349.21359"
"1884","Tucumán","168787.88728"
"1885","Tucumán","173288.71173"
"1886","Tucumán","177850.94303"
"1887","Tucumán","182473.74564"
"1888","Tucumán","187156.19010"
"1889","Tucumán","191897.25075"
"1890","Tucumán","196695.80348"
"1891","Tucumán","201550.62340"
"1892","Tucumán","206460.38251"
"1893","Tucumán","211423.64733"
"1894","Tucumán","216438.87638"
"1895","Tucumán","220657.11584"
"1896","Tucumán","224822.52384"
"1897","Tucumán","228770.85219"
"1898","Tucumán","232747.26979"
"1899","Tucumán","236750.94169"
"1900","Tucumán","240781.00211"
"1901","Tucumán","244459.62910"
"1902","Tucumán","248150.84312"
"1903","Tucumán","251853.59781"
"1904","Tucumán","255566.81719"
"1905","Tucumán","259289.39435"
"1906","Tucumán","267638.42412"
"1907","Tucumán","276208.00237"
"1908","Tucumán","285002.15473"
"1909","Tucumán","294024.89778"
"1910","Tucumán","303280.23223"
"1911","Tucumán","310850.99970"
"1912","Tucumán","318554.89056"
"1913","Tucumán","326392.35862"
"1914","Tucumán","334363.76026"
"1915","Tucumán","346692.03214"
"1916","Tucumán","351621.68119"
"1917","Tucumán","356609.03972"
"1918","Tucumán","361654.24420"
"1919","Tucumán","366757.39901"
"1920","Tucumán","371918.57437"
"1921","Tucumán","382022.21308"
"1922","Tucumán","392384.74050"
"1923","Tucumán","403011.89133"
"1924","Tucumán","413909.46812"
"1925","Tucumán","425083.33757"
"1926","Tucumán","435259.93326"
"1927","Tucumán","445659.73651"
"1928","Tucumán","456286.49103"
"1929","Tucumán","467143.92813"
"1930","Tucumán","478235.76043"
"1931","Tucumán","485388.45573"
"1932","Tucumán","492621.90210"
"1933","Tucumán","499935.69534"
"1934","Tucumán","507329.34222"
"1935","Tucumán","514802.25535"
"1936","Tucumán","520825.97013"
"1937","Tucumán","526887.37769"
"1938","Tucumán","532985.08477"
"1939","Tucumán","539117.59624"
"1940","Tucumán","545283.31063"
"1941","Tucumán","551422.51798"
"1942","Tucumán","557590.08385"
"1943","Tucumán","563784.05071"
"1944","Tucumán","570002.33625"
"1945","Tucumán","576242.72837"
"1946","Tucumán","586881.94731"
"1947","Tucumán","597666.09738"
"1948","Tucumán","613982.31405"
"1949","Tucumán","630611.41399"
"1950","Tucumán","647554.48358"
"1951","Tucumán","663628.32203"
"1952","Tucumán","679378.03517"
"1953","Tucumán","694853.67545"
"1954","Tucumán","710106.29185"
"1955","Tucumán","725187.82208"
"1956","Tucumán","740046.30079"
"1957","Tucumán","754629.59658"
"1958","Tucumán","768990.68696"
"1959","Tucumán","783183.28619"
"1960","Tucumán","797261.65165"
"1961","Tucumán","797340.32298"
"1962","Tucumán","797071.60373"
"1963","Tucumán","796494.06382"
"1964","Tucumán","795644.49580"
"1965","Tucumán","794557.58500"
"1966","Tucumán","793016.36538"
"1967","Tucumán","791018.52083"
"1968","Tucumán","788902.99225"
"1969","Tucumán","786986.83040"
"1970","Tucumán","785565.87775"
"1971","Tucumán","803472.73981"
"1972","Tucumán","822292.48667"
"1973","Tucumán","841676.23494"
"1974","Tucumán","861265.99835"
"1975","Tucumán","880694.92370"
"1976","Tucumán","899840.87503"
"1977","Tucumán","918940.89568"
"1978","Tucumán","938163.14953"
"1979","Tucumán","957679.88102"
"1980","Tucumán","977667.20709"
"1981","Tucumán","993451.43371"
"1982","Tucumán","1009505.68807"
"1983","Tucumán","1025740.63456"
"1984","Tucumán","1042066.77486"
"1985","Tucumán","1058394.27597"
"1986","Tucumán","1074799.20236"
"1987","Tucumán","1091336.62270"
"1988","Tucumán","1107885.63218"
"1989","Tucumán","1124324.37257"
"1990","Tucumán","1140467.00000"
"1991","Tucumán","1161081.00000"
"1992","Tucumán","1181654.00000"
"1993","Tucumán","1202075.00000"
"1994","Tucumán","1222233.00000"
"1995","Tucumán","1242015.00000"
"1996","Tucumán","1261419.00000"
"1997","Tucumán","1280516.00000"
"1998","Tucumán","1299302.00000"
"1999","Tucumán","1317772.00000"
"2000","Tucumán","1335920.00000"
"2001","Tucumán","1353541.00000"
"2002","Tucumán","1368093.47365"
"2003","Tucumán","1382775.25949"
"2004","Tucumán","1397587.04312"
"2005","Tucumán","1412529.50197"
"2006","Tucumán","1427603.30477"
"2007","Tucumán","1442809.11112"
"2008","Tucumán","1458147.57100"
"2009","Tucumán","1473619.32424"
"2010","Tucumán","1489225.00000"
"2011","Tucumán","1509932.00000"
"2012","Tucumán","1530689.00000"
"2013","Tucumán","1551460.00000"
"2014","Tucumán","1572205.00000"
"2015","Tucumán","1592878.00000"
"2016","Tucumán","1613476.00000"
"2017","Tucumán","1633992.00000"
"2018","Tucumán","1654388.00000"
